timestamp,asset_id,vibration_hz,temp_celsius,pressure_bar,power_output_mw,operating_hours,status
2026-02-27 14:45:40,MCE-0001,23.77,32.27,3.33,4.83,25.44,HEALTHY
2026-02-27 15:45:40,MCE-0001,42.58,44.51,4.44,5.95,26.68,HEALTHY
2026-02-27 16:45:40,MCE-0001,48.86,42.56,2.54,5.72,27.51,HEALTHY
2026-02-27 17:45:40,MCE-0001,45.9,61.98,3.4,6.1,28.79,HEALTHY
2026-02-27 18:45:40,MCE-0001,44.48,32.49,4.07,6.62,29.96,HEALTHY
2026-02-27 19:45:40,MCE-0001,56.87,38.28,4.2,4.14,30.74,HEALTHY
2026-02-27 20:45:40,MCE-0001,53.8,62.16,3.0,5.1,31.66,HEALTHY
2026-02-27 21:45:40,MCE-0001,46.49,38.42,2.72,5.83,32.28,HEALTHY
2026-02-27 22:45:40,MCE-0001,29.07,41.01,3.04,7.54,33.66,HEALTHY
2026-02-27 23:45:40,MCE-0001,33.25,35.9,3.91,4.34,34.62,HEALTHY
2026-02-28 00:45:40,MCE-0001,48.41,53.48,2.7,5.96,35.09,HEALTHY
2026-02-28 01:45:40,MCE-0001,48.9,49.42,2.88,4.23,36.95,HEALTHY
2026-02-28 02:45:40,MCE-0001,52.83,46.72,3.63,6.15,37.23,HEALTHY
2026-02-28 03:45:40,MCE-0001,34.8,40.8,3.65,4.93,38.31,HEALTHY
2026-02-28 04:45:40,MCE-0001,72.99,54.19,2.9,6.51,39.81,WARNING
2026-02-28 05:45:40,MCE-0001,30.38,43.91,4.08,4.81,40.15,HEALTHY
2026-02-28 06:45:40,MCE-0001,59.45,49.64,3.91,7.93,41.05,HEALTHY
2026-02-28 07:45:40,MCE-0001,41.32,34.87,3.06,4.81,42.98,HEALTHY
2026-02-28 08:45:40,MCE-0001,43.84,44.38,3.64,6.7,43.61,HEALTHY
2026-02-28 09:45:40,MCE-0001,45.2,53.69,3.37,8.88,44.77,HEALTHY
2026-02-28 10:45:40,MCE-0001,54.39,37.96,2.96,6.31,45.46,HEALTHY
2026-02-28 11:45:40,MCE-0001,41.65,46.71,3.74,5.67,46.89,HEALTHY
2026-02-28 12:45:40,MCE-0001,32.3,26.07,3.28,6.74,47.58,HEALTHY
2026-02-28 13:45:40,MCE-0001,48.21,33.0,3.59,6.2,48.72,HEALTHY
2026-02-28 14:45:40,MCE-0001,31.74,39.25,3.53,4.44,49.38,HEALTHY
2026-02-28 15:45:40,MCE-0001,50.37,48.1,4.04,6.96,50.4,HEALTHY
2026-02-28 16:45:40,MCE-0001,24.33,28.3,3.76,6.34,51.15,HEALTHY
2026-02-28 17:45:40,MCE-0001,52.73,75.14,3.79,7.06,52.69,HEALTHY
2026-02-28 18:45:40,MCE-0001,59.31,51.5,3.34,6.63,53.89,HEALTHY
2026-02-28 19:45:40,MCE-0001,33.41,36.63,3.26,5.85,54.86,HEALTHY
2026-02-28 20:45:40,MCE-0001,75.0,36.06,3.84,3.9,55.89,WARNING
2026-02-28 21:45:40,MCE-0001,37.92,48.59,3.53,4.51,56.78,HEALTHY
2026-02-28 22:45:40,MCE-0001,34.27,44.22,3.13,6.0,57.22,HEALTHY
2026-02-28 23:45:40,MCE-0001,45.68,36.99,4.57,6.48,58.8,HEALTHY
2026-03-01 00:45:40,MCE-0001,14.62,34.38,3.17,6.73,59.7,HEALTHY
2026-03-01 01:45:40,MCE-0001,33.11,37.52,3.75,6.75,60.46,HEALTHY
2026-03-01 02:45:40,MCE-0001,27.0,33.92,3.26,5.0,61.56,HEALTHY
2026-03-01 03:45:40,MCE-0001,71.48,53.18,2.87,6.81,62.92,WARNING
2026-03-01 04:45:40,MCE-0001,75.0,59.26,2.74,5.2,63.12,WARNING
2026-03-01 05:45:40,MCE-0001,64.0,42.04,3.72,6.64,64.13,HEALTHY
2026-03-01 06:45:40,MCE-0001,31.1,37.35,1.88,4.57,65.46,HEALTHY
2026-03-01 07:45:40,MCE-0001,41.21,30.88,4.32,4.11,66.53,HEALTHY
2026-03-01 08:45:40,MCE-0001,38.4,41.07,4.22,4.1,67.56,HEALTHY
2026-03-01 09:45:40,MCE-0001,62.45,47.32,3.01,6.28,68.32,HEALTHY
2026-03-01 10:45:40,MCE-0001,47.99,38.09,3.53,5.31,69.76,HEALTHY
2026-03-01 11:45:40,MCE-0001,46.7,47.81,4.29,4.33,70.44,HEALTHY
2026-03-01 12:45:40,MCE-0001,75.0,35.38,3.42,6.43,71.82,WARNING
2026-03-01 13:45:40,MCE-0001,49.21,38.28,3.4,5.19,72.89,HEALTHY
2026-03-01 14:45:40,MCE-0001,36.16,46.14,3.68,4.96,73.43,HEALTHY
2026-03-01 15:45:40,MCE-0001,58.49,48.51,3.91,6.48,74.91,HEALTHY
2026-03-01 16:45:40,MCE-0001,32.57,33.79,3.87,6.45,75.45,HEALTHY
2026-03-01 17:45:40,MCE-0001,44.69,42.84,4.14,5.07,76.16,HEALTHY
2026-03-01 18:45:40,MCE-0001,53.21,42.84,3.39,7.02,77.86,HEALTHY
2026-03-01 19:45:40,MCE-0001,57.38,52.22,4.15,5.78,78.45,HEALTHY
2026-03-01 20:45:40,MCE-0001,55.23,42.59,3.66,5.6,79.75,HEALTHY
2026-03-01 21:45:40,MCE-0001,46.45,47.2,3.09,8.16,80.84,HEALTHY
2026-03-01 22:45:40,MCE-0001,29.91,27.76,4.08,6.66,81.28,HEALTHY
2026-03-01 23:45:40,MCE-0001,54.36,49.84,3.49,4.72,82.78,HEALTHY
2026-03-02 00:45:40,MCE-0001,46.14,36.92,3.99,5.58,83.48,HEALTHY
2026-03-02 01:45:40,MCE-0001,32.62,35.71,3.71,5.1,84.24,HEALTHY
2026-03-02 02:45:40,MCE-0001,32.67,40.25,3.62,5.17,85.44,HEALTHY
2026-03-02 03:45:40,MCE-0001,37.93,41.74,2.78,4.13,86.71,HEALTHY
2026-03-02 04:45:40,MCE-0001,34.22,37.06,3.66,7.45,87.23,HEALTHY
2026-03-02 05:45:40,MCE-0001,57.86,44.58,3.49,4.6,88.34,HEALTHY
2026-03-02 06:45:40,MCE-0001,44.72,39.61,3.66,4.8,89.89,HEALTHY
2026-03-02 07:45:40,MCE-0001,52.79,56.6,3.45,6.21,90.08,HEALTHY
2026-03-02 08:45:40,MCE-0001,55.35,41.9,3.61,5.77,91.15,HEALTHY
2026-03-02 09:45:40,MCE-0001,46.47,36.26,3.51,6.33,92.38,HEALTHY
2026-03-02 10:45:40,MCE-0001,66.77,56.2,4.58,4.87,93.15,WARNING
2026-03-02 11:45:40,MCE-0001,58.08,47.39,4.59,4.82,94.21,HEALTHY
2026-03-02 12:45:40,MCE-0001,32.4,33.43,2.44,5.15,95.41,HEALTHY
2026-03-02 13:45:40,MCE-0001,33.61,39.79,3.67,7.91,96.33,HEALTHY
2026-03-02 14:45:40,MCE-0001,59.26,41.66,3.05,6.32,97.47,HEALTHY
2026-03-02 15:45:40,MCE-0001,25.2,50.71,4.09,5.21,98.06,HEALTHY
2026-03-02 16:45:40,MCE-0001,19.3,45.12,3.44,7.18,99.83,HEALTHY
2026-03-02 17:45:40,MCE-0001,21.08,30.03,3.5,5.81,100.39,HEALTHY
2026-03-02 18:45:40,MCE-0001,38.25,44.96,2.97,5.59,101.77,HEALTHY
2026-03-02 19:45:40,MCE-0001,46.8,46.66,3.86,4.46,102.95,HEALTHY
2026-03-02 20:45:40,MCE-0001,21.99,45.32,3.67,4.89,103.02,HEALTHY
2026-03-02 21:45:40,MCE-0001,68.27,49.91,4.09,5.83,104.88,WARNING
2026-03-02 22:45:40,MCE-0001,75.0,65.04,3.38,6.87,105.58,WARNING
2026-03-02 23:45:40,MCE-0001,54.68,55.85,3.02,6.54,106.48,HEALTHY
2026-03-03 00:45:40,MCE-0001,60.88,32.69,2.91,3.41,107.94,HEALTHY
2026-03-03 01:45:40,MCE-0001,40.96,46.53,4.25,5.84,108.3,HEALTHY
2026-03-03 02:45:40,MCE-0001,69.43,38.29,2.65,5.69,109.39,WARNING
2026-03-03 03:45:40,MCE-0001,50.76,43.47,2.47,5.65,110.89,HEALTHY
2026-03-03 04:45:40,MCE-0001,25.43,41.49,3.68,4.67,111.84,HEALTHY
2026-03-03 05:45:40,MCE-0001,37.29,31.21,3.47,6.85,112.54,HEALTHY
2026-03-03 06:45:40,MCE-0001,30.21,41.6,3.23,4.84,113.73,HEALTHY
2026-03-03 07:45:40,MCE-0001,43.39,33.24,3.22,4.37,114.8,HEALTHY
2026-03-03 08:45:40,MCE-0001,74.47,51.12,3.15,6.0,115.9,WARNING
2026-03-03 09:45:40,MCE-0001,43.32,39.73,3.81,6.62,116.49,HEALTHY
2026-03-03 10:45:40,MCE-0001,37.04,35.01,3.36,3.1,117.27,HEALTHY
2026-03-03 11:45:40,MCE-0001,22.27,46.12,4.32,5.47,118.49,HEALTHY
2026-03-03 12:45:40,MCE-0001,53.65,47.08,5.04,7.04,119.39,HEALTHY
2026-03-03 13:45:40,MCE-0001,43.08,33.78,2.7,5.99,120.67,HEALTHY
2026-03-03 14:45:40,MCE-0001,33.65,27.22,3.18,4.51,121.8,HEALTHY
2026-03-03 15:45:40,MCE-0001,70.31,56.65,3.5,7.46,122.72,WARNING
2026-03-03 16:45:40,MCE-0001,46.16,35.46,4.26,6.37,123.84,HEALTHY
2026-03-03 17:45:40,MCE-0001,29.44,35.81,3.06,4.16,124.92,HEALTHY
2026-03-03 18:45:40,MCE-0001,58.89,61.44,2.8,6.4,125.98,HEALTHY
2026-03-03 19:45:40,MCE-0001,35.24,35.18,3.2,4.76,126.53,HEALTHY
2026-03-03 20:45:40,MCE-0001,45.73,35.57,3.64,5.69,127.91,HEALTHY
2026-03-03 21:45:40,MCE-0001,41.42,33.66,3.21,6.62,128.59,HEALTHY
2026-03-03 22:45:40,MCE-0001,52.51,36.43,3.55,6.62,129.66,HEALTHY
2026-03-03 23:45:40,MCE-0001,19.96,38.83,3.17,6.41,130.08,HEALTHY
2026-03-04 00:45:40,MCE-0001,33.55,24.13,2.69,5.81,131.43,HEALTHY
2026-03-04 01:45:40,MCE-0001,48.9,35.93,3.82,3.84,132.87,HEALTHY
2026-03-04 02:45:40,MCE-0001,44.01,32.01,3.17,5.81,133.18,HEALTHY
2026-03-04 03:45:40,MCE-0001,32.09,35.05,4.0,5.09,134.26,HEALTHY
2026-03-04 04:45:40,MCE-0001,57.54,36.72,3.76,7.41,135.33,HEALTHY
2026-03-04 05:45:40,MCE-0001,7.93,24.5,3.79,5.52,136.45,HEALTHY
2026-03-04 06:45:40,MCE-0001,50.57,38.84,3.54,5.57,137.34,HEALTHY
2026-03-04 07:45:40,MCE-0001,62.52,49.29,3.67,5.28,138.88,HEALTHY
2026-03-04 08:45:40,MCE-0001,37.69,36.35,3.7,5.27,139.28,HEALTHY
2026-03-04 09:45:40,MCE-0001,49.35,59.91,3.94,5.38,140.95,HEALTHY
2026-03-04 10:45:40,MCE-0001,63.02,44.14,2.48,4.59,141.42,HEALTHY
2026-03-04 11:45:40,MCE-0001,16.94,30.77,3.51,7.68,142.83,HEALTHY
2026-03-04 12:45:40,MCE-0001,49.9,41.72,3.91,3.21,143.47,HEALTHY
2026-03-04 13:45:40,MCE-0001,48.53,49.23,2.76,7.07,144.75,HEALTHY
2026-03-04 14:45:40,MCE-0001,50.08,40.2,3.82,8.36,145.05,HEALTHY
2026-03-04 15:45:40,MCE-0001,47.73,44.8,3.27,4.77,146.95,HEALTHY
2026-03-04 16:45:40,MCE-0001,57.46,38.89,3.54,5.2,147.22,HEALTHY
2026-03-04 17:45:40,MCE-0001,52.18,46.82,4.02,5.17,148.07,HEALTHY
2026-03-04 18:45:40,MCE-0001,40.95,32.96,3.28,6.19,149.96,HEALTHY
2026-03-04 19:45:40,MCE-0001,56.35,38.03,3.93,7.31,150.04,HEALTHY
2026-03-04 20:45:40,MCE-0001,51.2,58.87,3.11,4.32,151.03,HEALTHY
2026-03-04 21:45:40,MCE-0001,18.32,45.96,3.83,5.69,152.25,HEALTHY
2026-03-04 22:45:40,MCE-0001,49.2,34.26,4.72,5.9,153.84,HEALTHY
2026-03-04 23:45:40,MCE-0001,46.64,48.3,3.74,6.01,154.62,HEALTHY
2026-03-05 00:45:40,MCE-0001,33.14,42.21,4.44,7.3,155.24,HEALTHY
2026-03-05 01:45:40,MCE-0001,68.9,45.08,3.01,5.61,156.47,WARNING
2026-03-05 02:45:40,MCE-0001,45.84,51.0,2.65,7.51,157.11,HEALTHY
2026-03-05 03:45:40,MCE-0001,42.63,37.87,2.99,3.85,158.95,HEALTHY
2026-03-05 04:45:40,MCE-0001,57.35,46.29,2.86,4.26,159.47,HEALTHY
2026-03-05 05:45:40,MCE-0001,39.96,53.84,3.37,4.02,160.26,HEALTHY
2026-03-05 06:45:40,MCE-0001,41.31,38.71,2.15,5.69,161.37,HEALTHY
2026-03-05 07:45:40,MCE-0001,41.54,46.53,4.42,7.05,162.61,HEALTHY
2026-03-05 08:45:40,MCE-0001,40.97,31.94,4.79,5.82,163.96,HEALTHY
2026-03-05 09:45:40,MCE-0001,45.21,41.87,3.6,5.59,164.72,HEALTHY
2026-03-05 10:45:40,MCE-0001,36.4,35.04,3.48,5.13,165.78,HEALTHY
2026-03-05 11:45:40,MCE-0001,34.31,39.64,3.37,7.48,166.16,HEALTHY
2026-03-05 12:45:40,MCE-0001,5.24,38.8,4.12,3.37,167.31,HEALTHY
2026-02-26 13:45:40,MCE-0002,39.86,37.49,2.8,1.22,0.58,HEALTHY
2026-02-26 14:45:40,MCE-0002,28.34,51.02,3.97,1.81,1.93,HEALTHY
2026-02-26 15:45:40,MCE-0002,55.83,36.22,3.24,1.58,2.58,HEALTHY
2026-02-26 16:45:40,MCE-0002,26.67,42.2,3.38,1.33,3.91,HEALTHY
2026-02-26 17:45:40,MCE-0002,55.66,48.75,3.32,1.77,4.38,HEALTHY
2026-02-26 18:45:40,MCE-0002,28.78,42.06,3.8,1.35,5.94,HEALTHY
2026-02-26 19:45:40,MCE-0002,49.89,33.46,3.96,1.39,6.2,HEALTHY
2026-02-26 20:45:40,MCE-0002,37.16,48.04,3.15,1.03,7.59,HEALTHY
2026-02-26 21:45:40,MCE-0002,21.65,39.84,2.86,1.95,8.83,HEALTHY
2026-02-26 22:45:40,MCE-0002,13.77,46.2,3.61,1.41,9.24,HEALTHY
2026-02-26 23:45:40,MCE-0002,36.83,42.74,3.48,1.76,10.7,HEALTHY
2026-02-27 00:45:40,MCE-0002,46.71,43.72,3.32,1.42,11.3,HEALTHY
2026-02-27 01:45:40,MCE-0002,49.62,29.7,2.83,1.65,12.68,HEALTHY
2026-02-27 02:45:40,MCE-0002,47.56,41.3,3.51,1.54,13.81,HEALTHY
2026-02-27 03:45:40,MCE-0002,36.9,33.34,3.6,1.16,14.8,HEALTHY
2026-02-27 04:45:40,MCE-0002,51.12,30.22,4.01,1.58,15.57,HEALTHY
2026-02-27 05:45:40,MCE-0002,48.84,51.01,4.33,1.73,16.04,HEALTHY
2026-02-27 06:45:40,MCE-0002,17.39,23.48,3.19,1.45,17.53,HEALTHY
2026-02-27 07:45:40,MCE-0002,52.76,38.52,3.59,1.22,18.66,HEALTHY
2026-02-27 08:45:40,MCE-0002,35.83,27.99,3.04,1.05,19.07,HEALTHY
2026-02-27 09:45:40,MCE-0002,30.36,46.04,3.03,2.2,20.65,HEALTHY
2026-02-27 10:45:40,MCE-0002,52.4,45.7,3.07,1.64,21.01,HEALTHY
2026-02-27 11:45:40,MCE-0002,36.37,40.39,4.78,1.41,22.42,HEALTHY
2026-02-27 12:45:40,MCE-0002,62.24,41.55,3.48,1.95,23.49,HEALTHY
2026-02-27 13:45:40,MCE-0002,35.6,53.68,3.85,1.28,24.43,HEALTHY
2026-02-27 14:45:40,MCE-0002,54.49,52.63,3.81,0.99,25.36,HEALTHY
2026-02-27 15:45:40,MCE-0002,34.09,36.75,3.46,1.62,26.89,HEALTHY
2026-02-27 16:45:40,MCE-0002,47.67,32.12,3.69,1.62,27.46,HEALTHY
2026-02-27 17:45:40,MCE-0002,53.4,53.17,3.92,1.57,28.15,HEALTHY
2026-02-27 18:45:40,MCE-0002,43.95,28.4,3.71,1.5,29.18,HEALTHY
2026-02-27 19:45:40,MCE-0002,49.07,33.01,2.96,1.74,30.52,HEALTHY
2026-02-27 20:45:40,MCE-0002,44.41,47.27,3.51,1.45,31.65,HEALTHY
2026-02-27 21:45:40,MCE-0002,59.07,42.09,3.55,1.31,32.62,HEALTHY
2026-02-27 22:45:40,MCE-0002,38.48,37.57,3.61,1.3,33.92,HEALTHY
2026-02-27 23:45:40,MCE-0002,63.84,40.49,3.41,1.31,34.77,HEALTHY
2026-02-28 00:45:40,MCE-0002,66.7,50.08,4.02,1.01,35.46,WARNING
2026-02-28 01:45:40,MCE-0002,49.01,50.32,3.54,1.75,36.83,HEALTHY
2026-02-28 02:45:40,MCE-0002,37.24,50.95,4.65,1.34,37.59,HEALTHY
2026-02-28 03:45:40,MCE-0002,38.32,51.62,4.29,1.29,38.32,HEALTHY
2026-02-28 04:45:40,MCE-0002,38.7,37.85,2.83,1.18,39.25,HEALTHY
2026-02-28 05:45:40,MCE-0002,29.94,31.34,3.48,1.51,40.93,HEALTHY
2026-02-28 06:45:40,MCE-0002,68.26,40.99,3.99,1.38,41.28,WARNING
2026-02-28 07:45:40,MCE-0002,44.26,47.18,2.94,1.55,42.45,HEALTHY
2026-02-28 08:45:40,MCE-0002,47.5,46.69,3.64,2.15,43.75,HEALTHY
2026-02-28 09:45:40,MCE-0002,35.43,34.88,3.19,1.28,44.57,HEALTHY
2026-02-28 10:45:40,MCE-0002,35.44,48.64,4.21,1.28,45.67,HEALTHY
2026-02-28 11:45:40,MCE-0002,32.51,42.03,3.22,1.62,46.34,HEALTHY
2026-02-28 12:45:40,MCE-0002,48.04,30.79,4.27,1.96,47.49,HEALTHY
2026-02-28 13:45:40,MCE-0002,35.81,36.14,3.64,1.54,48.33,HEALTHY
2026-02-28 14:45:40,MCE-0002,54.88,61.05,3.41,1.21,49.49,HEALTHY
2026-02-28 15:45:40,MCE-0002,24.31,29.95,3.48,1.96,50.35,HEALTHY
2026-02-28 16:45:40,MCE-0002,37.24,41.46,3.49,1.78,51.26,HEALTHY
2026-02-28 17:45:40,MCE-0002,75.0,46.75,3.26,1.74,52.28,WARNING
2026-02-28 18:45:40,MCE-0002,55.23,59.84,3.79,1.34,53.6,HEALTHY
2026-02-28 19:45:40,MCE-0002,53.86,53.53,3.91,1.59,54.88,HEALTHY
2026-02-28 20:45:40,MCE-0002,61.0,56.15,4.19,1.63,55.56,HEALTHY
2026-02-28 21:45:40,MCE-0002,42.49,42.42,4.1,1.2,56.52,HEALTHY
2026-02-28 22:45:40,MCE-0002,50.53,40.51,3.51,1.81,57.19,HEALTHY
2026-02-28 23:45:40,MCE-0002,47.87,43.23,2.82,1.65,58.24,HEALTHY
2026-03-01 00:45:40,MCE-0002,54.68,62.21,3.35,1.5,59.41,HEALTHY
2026-03-01 01:45:40,MCE-0002,48.74,55.74,3.45,1.52,60.56,HEALTHY
2026-03-01 02:45:40,MCE-0002,54.12,46.23,3.28,1.5,61.24,HEALTHY
2026-03-01 03:45:40,MCE-0002,61.1,38.62,3.57,1.24,62.48,HEALTHY
2026-03-01 04:45:40,MCE-0002,62.93,35.19,3.22,1.55,63.71,HEALTHY
2026-03-01 05:45:40,MCE-0002,68.48,48.52,3.22,1.98,64.45,WARNING
2026-03-01 06:45:40,MCE-0002,23.28,17.89,3.72,1.3,65.02,HEALTHY
2026-03-01 07:45:40,MCE-0002,29.68,43.07,3.62,1.28,66.29,HEALTHY
2026-03-01 08:45:40,MCE-0002,25.8,43.22,3.83,1.41,67.4,HEALTHY
2026-03-01 09:45:40,MCE-0002,72.7,41.75,2.74,1.24,68.24,WARNING
2026-03-01 10:45:40,MCE-0002,44.32,43.74,3.38,1.54,69.66,HEALTHY
2026-03-01 11:45:40,MCE-0002,26.23,47.92,3.46,1.76,70.37,HEALTHY
2026-03-01 12:45:40,MCE-0002,50.14,47.2,3.78,1.57,71.55,HEALTHY
2026-03-01 13:45:40,MCE-0002,54.64,55.53,3.6,1.64,72.34,HEALTHY
2026-03-01 14:45:40,MCE-0002,43.65,53.12,3.16,1.96,74.0,HEALTHY
2026-03-01 15:45:40,MCE-0002,44.4,30.37,3.56,1.24,74.55,HEALTHY
2026-03-01 16:45:40,MCE-0002,57.61,40.56,3.28,0.9,75.35,HEALTHY
2026-03-01 17:45:40,MCE-0002,38.22,20.57,2.71,1.66,76.45,HEALTHY
2026-03-01 18:45:40,MCE-0002,56.79,48.94,3.02,1.43,77.31,HEALTHY
2026-03-01 19:45:40,MCE-0002,44.95,32.72,4.25,1.69,78.23,HEALTHY
2026-03-01 20:45:40,MCE-0002,41.69,41.22,3.6,0.85,79.72,HEALTHY
2026-03-01 21:45:40,MCE-0002,41.29,35.43,3.0,1.36,80.32,HEALTHY
2026-03-01 22:45:40,MCE-0002,71.97,55.22,3.21,1.6,81.74,WARNING
2026-03-01 23:45:40,MCE-0002,65.99,55.69,3.53,1.25,82.95,WARNING
2026-03-02 00:45:40,MCE-0002,55.47,48.29,3.95,1.62,83.69,HEALTHY
2026-03-02 01:45:40,MCE-0002,60.74,42.44,4.16,1.5,84.19,HEALTHY
2026-03-02 02:45:40,MCE-0002,75.0,45.49,4.37,1.5,85.74,WARNING
2026-03-02 03:45:40,MCE-0002,35.23,35.2,3.34,1.56,86.28,HEALTHY
2026-03-02 04:45:40,MCE-0002,52.84,39.76,3.49,2.06,87.59,HEALTHY
2026-03-02 05:45:40,MCE-0002,70.91,53.26,3.52,1.47,88.76,WARNING
2026-03-02 06:45:40,MCE-0002,54.2,36.58,3.37,0.96,89.6,HEALTHY
2026-03-02 07:45:40,MCE-0002,50.99,48.97,3.26,1.89,90.98,HEALTHY
2026-03-02 08:45:40,MCE-0002,26.61,24.77,3.61,1.74,91.83,HEALTHY
2026-03-02 09:45:40,MCE-0002,70.26,45.91,4.04,1.43,92.3,WARNING
2026-03-02 10:45:40,MCE-0002,42.41,48.29,3.83,0.99,93.36,HEALTHY
2026-03-02 11:45:40,MCE-0002,67.15,59.69,3.19,1.55,94.3,WARNING
2026-03-02 12:45:40,MCE-0002,52.41,46.31,3.22,1.25,95.71,HEALTHY
2026-03-02 13:45:40,MCE-0002,44.62,51.27,3.77,1.33,96.13,HEALTHY
2026-03-02 14:45:40,MCE-0002,56.58,22.68,4.07,0.94,97.05,HEALTHY
2026-03-02 15:45:40,MCE-0002,39.56,31.41,2.85,1.77,98.05,HEALTHY
2026-03-02 16:45:40,MCE-0002,37.98,42.67,3.48,1.58,99.29,HEALTHY
2026-03-02 17:45:40,MCE-0002,46.15,32.08,4.0,1.3,100.94,HEALTHY
2026-03-02 18:45:40,MCE-0002,21.65,31.57,4.25,1.68,101.64,HEALTHY
2026-03-02 19:45:40,MCE-0002,39.77,37.64,3.34,2.04,102.75,HEALTHY
2026-03-02 20:45:40,MCE-0002,50.73,47.16,4.02,1.51,103.1,HEALTHY
2026-03-02 21:45:40,MCE-0002,41.11,39.26,3.46,1.43,104.01,HEALTHY
2026-03-02 22:45:40,MCE-0002,55.91,45.69,3.87,1.42,105.28,HEALTHY
2026-03-02 23:45:40,MCE-0002,46.18,26.37,3.96,1.54,106.48,HEALTHY
2026-03-03 00:45:40,MCE-0002,59.97,23.32,4.54,1.4,107.34,HEALTHY
2026-03-03 01:45:40,MCE-0002,61.62,38.67,3.81,1.14,108.97,HEALTHY
2026-03-03 02:45:40,MCE-0002,35.64,54.51,3.4,1.5,109.25,HEALTHY
2026-03-03 03:45:40,MCE-0002,58.05,49.88,3.58,1.55,110.86,HEALTHY
2026-03-03 04:45:40,MCE-0002,75.0,50.54,3.6,1.74,111.11,WARNING
2026-03-03 05:45:40,MCE-0002,61.58,56.47,3.82,1.11,112.07,HEALTHY
2026-03-03 06:45:40,MCE-0002,69.5,40.18,3.65,1.22,113.49,WARNING
2026-03-03 07:45:40,MCE-0002,44.04,44.34,3.66,1.56,114.58,HEALTHY
2026-03-03 08:45:40,MCE-0002,69.21,52.89,3.38,1.72,115.69,WARNING
2026-03-03 09:45:40,MCE-0002,62.84,37.53,3.8,1.64,116.15,HEALTHY
2026-03-03 10:45:40,MCE-0002,40.54,51.67,3.42,1.48,117.81,HEALTHY
2026-03-03 11:45:40,MCE-0002,42.4,41.35,2.95,1.03,118.95,HEALTHY
2026-03-03 12:45:40,MCE-0002,68.92,42.4,3.0,0.82,119.09,WARNING
2026-03-03 13:45:40,MCE-0002,35.42,28.54,4.32,1.73,120.25,HEALTHY
2026-03-03 14:45:40,MCE-0002,34.68,56.92,3.99,1.35,121.56,HEALTHY
2026-03-03 15:45:40,MCE-0002,7.51,49.08,2.81,0.97,122.42,HEALTHY
2026-03-03 16:45:40,MCE-0002,60.34,66.12,4.19,1.6,123.6,HEALTHY
2026-03-03 17:45:40,MCE-0002,53.92,51.5,3.88,1.52,124.62,HEALTHY
2026-03-03 18:45:40,MCE-0002,46.56,41.97,3.12,1.36,125.78,HEALTHY
2026-03-03 19:45:40,MCE-0002,19.61,33.59,3.01,1.12,126.38,HEALTHY
2026-03-03 20:45:40,MCE-0002,47.7,53.95,3.96,0.99,127.91,HEALTHY
2026-03-03 21:45:40,MCE-0002,30.16,45.07,3.01,1.38,128.3,HEALTHY
